citystring	mean_dist	std_dist	mean_time	std_time	num_guesses	dists0	dists1	dists2	dists3	dists4	dists5	dists6	dists7	dists8	dists9	dists10	dists11	dists12	dists13	dists14	dists15	times0	times1	times2	times3	times4	times5	times6	times7	times8	times9	times10	times11	times12	times13	times14	times15	region0	region1	region2	region3	region4	region5	region6	region7	region8	region9	region10	region11	region12	region13	region14	region15	country0	country1	country2	country3	country4	country5	country6	country7	country8	country9	country10	country11	country12	country13	country14	country15
Mogadishu, Somalia	138.02712334487228	91.8284258370718	7.566666666666676	0.5460294389024698	6	106.49894561559536	177.3350800057445	316.47361853969585	118.69257945542958	85.50225640748198	23.660260045286364											8.166666666666673	7.10000000000001	8.066666666666674	7.866666666666674	7.566666666666675	6.633333333333345											New South Wales	Aargau	Aargau	Aargau	Aargau	Aargau											Australia	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland										
Port Said, Egypt	132.44639284181554	46.37717617055156	7.626666666666675	0.20154955277107894	5	165.7249929051879	105.92109651655674	170.19039273332035	167.33153679399555	53.06394526001717												7.400000000000009	7.500000000000009	7.733333333333341	7.533333333333342	7.966666666666674												California	California	Aargau	Aargau	Aargau												United States	United States	Switzerland	Switzerland	Switzerland											
Ksar El Kebir, Morocco	131.3622569128792	82.98608869490786	8.316666666666674	0.04999999999999982	2	214.34834560778705	48.37616821797134															8.266666666666673	8.366666666666672															New South Wales	California															Australia	United States														
Ismailia, Egypt	128.78718980890307	75.03332516548315	8.03333333333334	0.13608276348795387	3	212.88305426026994	142.78311554032933	30.695399626109932														7.866666666666674	8.200000000000006	8.03333333333334														North Carolina	Aargau	Aargau														United States	Switzerland	Switzerland													
Kampala, Uganda	128.20762845761638	90.3885129038666	7.90833333333334	0.5509461558688512	4	141.94879078708084	265.04736988268905	18.06682223008475	87.76753093061082													8.566666666666672	7.066666666666677	8.166666666666673	7.833333333333341													New South Wales	New York	Aargau	Aargau													Australia	United States	Switzerland	Switzerland												
Bizerte, Tunisia	127.72038745792997	37.94433682231342	8.00833333333334	0.3861310946067684	4	91.49162260104264	174.78207248070055	155.2667026498524	89.34115210012432													8.13333333333334	8.466666666666672	8.03333333333334	7.400000000000009													Aargau	California	Aargau	Aargau													Switzerland	United States	Switzerland	Switzerland												
Lobamba, Swaziland	127.45285500610878	117.8235261196433	8.116666666666672	0.1512295287646239	6	101.25612040568566	99.50067637982822	44.76728891208706	386.80781056324753	55.7241573788792	76.66107639692495											8.000000000000007	8.166666666666673	8.300000000000006	7.9000000000000075	8.03333333333334	8.300000000000006											Aargau	Aargau	Aargau	Aargau	Aargau	Aargau											Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland										
Sfax, Tunisia	127.45092505077817	74.90562801858628	7.590476190476198	0.3736199094463421	7	33.84964973982903	86.29054792713208	240.58737352239834	180.6204685261016	71.96724275338113	209.52321759009152	69.31797529651344										7.866666666666674	7.366666666666676	7.10000000000001	8.166666666666673	7.20000000000001	7.933333333333341	7.500000000000009										Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau										Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland									
Fès, Morocco	125.20751882398491	39.04840540342736	8.141666666666673	0.34751099103321614	4	63.77038963660263	161.02086414531917	156.9099661022397	119.12885541177815													7.766666666666675	8.633333333333338	8.300000000000006	7.866666666666674													New South Wales	California	California	Aargau													Australia	United States	United States	Switzerland												
Entebbe, Uganda	119.46273633825754	34.44283483275343	7.793333333333342	0.1902045682358274	5	106.26946342011786	74.59973165900178	174.06122017984447	140.65724534125744	101.7260210910662												7.866666666666674	7.833333333333341	8.000000000000007	7.833333333333341	7.4333333333333425												New South Wales	Aargau	Aargau	Aargau	Aargau												Australia	Switzerland	Switzerland	Switzerland	Switzerland											
Cairo, Egypt	119.37035717007208	5.454261866850764	7.6000000000000085	0.1999999999999993	2	124.82461903692285	113.91609530322133															7.400000000000009	7.800000000000008															Aargau	North Carolina															Switzerland	United States														
Cape Town, South Africa	115.5808814627811	16.918533732838007	7.9000000000000075	0.1999999999999993	2	98.66234772994308	132.4994151956191															7.700000000000008	8.100000000000007															California	Aargau															United States	Switzerland														
Gafsa, Tunisia	112.1104748888976	43.87806063608098	7.738888888888898	0.6662267066782559	6	118.9214276633418	41.06677815560602	135.28316093739375	82.30637872830766	112.03207730681991	183.05302654191647											8.266666666666673	8.13333333333334	6.866666666666678	6.733333333333345	8.200000000000006	8.23333333333334											Aargau	Aargau	England	England	Aargau	Aargau											Switzerland	Switzerland	United Kingdom	United Kingdom	Switzerland	Switzerland										
Nsukka, Nigeria	111.87996805230013	0	8.33333333333334	0	1	111.87996805230013																8.33333333333334																Pennsylvania																United States															
Rustenburg, South Africa	111.6735990750552	3.384389896200652	8.300000000000006	0.033333333333333215	2	115.05798897125585	108.28920917885455															8.33333333333334	8.266666666666673															Aargau	Aargau															Switzerland	Switzerland														
Mallawī, Egypt	110.47117637111869	0	8.266666666666673	0	1	110.47117637111869																8.266666666666673																Aargau																Switzerland															
Khartoum, Sudan	107.4982642085503	0	7.6000000000000085	0	1	107.4982642085503																7.6000000000000085																Aargau																Switzerland															
Blida, Algeria	102.75989604966361	50.473920913527046	7.800000000000008	0.1905158688831354	3	154.68367395516518	34.37907259128686	119.21694160253877														7.566666666666675	7.800000000000008	8.03333333333334														New South Wales	Aargau	Aargau														Australia	Switzerland	Switzerland													
Kairouan, Tunisia	88.51129809105628	33.616185092206074	8.04285714285715	0.3490187086058787	7	113.11535829835792	36.569935563711155	151.13207843118317	90.90834668166862	73.08237542745269	87.2430773414167	67.52791489360376										7.800000000000008	8.200000000000006	8.800000000000004	7.766666666666675	7.700000000000008	8.03333333333334	8.000000000000007										California	California	California	Aargau	Aargau	North Carolina	Aargau										United States	United States	United States	Switzerland	Switzerland	United States	Switzerland									
Nyanza, Rwanda	85.0829991125976	39.149655449006545	7.436666666666676	1.1702278980323977	10	68.54057660532482	108.44624744002834	27.63023352953126	68.94372616854882	149.26643045801896	92.14215473779231	32.22268653354425	138.00542214422995	107.019039795816	58.61347371314141							8.533333333333339	8.03333333333334	7.966666666666674	7.966666666666674	7.1333333333333435	6.533333333333346	4.3333333333333535	8.166666666666673	8.13333333333334	7.566666666666675							California	California	New South Wales	Västerbotten	North Carolina	England	England	Aargau	Aargau	Aargau							United States	United States	Australia	Sweden	United States	United Kingdom	United Kingdom	Switzerland	Switzerland	Switzerland						
Mişrātah, Libya	84.65640942254569	0	8.166666666666673	0	1	84.65640942254569																8.166666666666673																Aargau																Switzerland															
Giza, Egypt	83.53282451830677	4.287534822828086	7.783333333333341	0.31666666666666554	2	79.24528969547869	87.82035934113486															8.100000000000007	7.466666666666676															New South Wales	Aargau															Australia	Switzerland														
Rabat, Morocco	73.5637785396108	25.61810304755704	7.938888888888897	0.3498235886984691	6	91.3789154452513	77.90383954603301	83.90511373323872	18.781926300509497	73.6340463761466	95.77882983648561											8.000000000000007	7.233333333333343	7.800000000000008	8.13333333333334	8.266666666666673	8.200000000000006											New South Wales	Aargau	Aargau	Aargau	Aargau	Aargau											Australia	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland										
Banjul, Gambia, The	69.45901589545817	26.28498821716197	8.066666666666674	0.16666666666666607	2	95.74400411262013	43.17402767829619															7.9000000000000075	8.23333333333334															New South Wales	California															Australia	United States														
Banī Suwayf, Egypt	67.6932333882397	0	8.500000000000005	0	1	67.6932333882397																8.500000000000005																North Carolina																United States															
Pretoria, South Africa	66.41410594839358	26.135026977329876	6.816666666666678	1.4499999999999948	2	92.54913292572346	40.279078971063704															5.366666666666683	8.266666666666673															Lombardy	Aargau															Italy	Switzerland														
Kaolack, Senegal	63.589420184289175	44.57462073105942	7.7555555555555635	0.41573970964154755	3	38.46326415637467	126.22097563088222	26.084020765610624														8.200000000000006	7.866666666666674	7.20000000000001														California	Aargau	Aargau														United States	Switzerland	Switzerland													
Port Louis, Mauritius	58.5555681661867	52.09834386011128	7.854166666666675	0.34718610923313675	8	190.95560170368663	49.145880380764574	54.891444508514816	39.64658838490507	28.772832250402576	61.163847214484704	13.316004172956358	30.552346713778945									7.666666666666675	7.533333333333342	8.100000000000007	8.066666666666674	8.13333333333334	7.1333333333333435	8.066666666666674	8.13333333333334									Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau									Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland								
Suez, Egypt	58.55127342973157	40.22336500129183	7.788888888888896	0.41662962798339126	6	63.364235936025274	126.50377910728838	6.900133906831518	55.11763413300335	83.10908315161657	16.31277434362437											8.03333333333334	7.866666666666674	6.933333333333344	8.03333333333334	7.666666666666675	8.200000000000006											Unknown	Unknown	Unknown	Aargau	Aargau	Aargau											Unknown	Unknown	Unknown	Switzerland	Switzerland	Switzerland										
Owerri, Nigeria	57.46009345324762	31.84351040133721	8.33333333333334	0.09999999999999964	2	25.616583051910414	89.30360385458484															8.23333333333334	8.433333333333339															New York	Alberta															United States	Canada														
Djibouti, Djibouti	53.82137085982222	25.246486278924667	7.366666666666677	0.928559218478938	3	24.186875760050263	51.39260062924388	85.88463619017251														8.300000000000006	6.100000000000014	7.700000000000008														New South Wales	Aargau	Aargau														Australia	Switzerland	Switzerland													
