citystring	mean_dist	std_dist	mean_time	std_time	num_guesses	dists0	dists1	dists2	dists3	dists4	dists5	dists6	dists7	dists8	dists9	dists10	dists11	dists12	dists13	dists14	dists15	dists16	dists17	dists18	dists19	dists20	dists21	dists22	dists23	dists24	dists25	dists26	dists27	dists28	dists29	dists30	dists31	dists32	dists33	dists34	dists35	dists36	dists37	dists38	times0	times1	times2	times3	times4	times5	times6	times7	times8	times9	times10	times11	times12	times13	times14	times15	times16	times17	times18	times19	times20	times21	times22	times23	times24	times25	times26	times27	times28	times29	times30	times31	times32	times33	times34	times35	times36	times37	times38	region0	region1	region2	region3	region4	region5	region6	region7	region8	region9	region10	region11	region12	region13	region14	region15	region16	region17	region18	region19	region20	region21	region22	region23	region24	region25	region26	region27	region28	region29	region30	region31	region32	region33	region34	region35	region36	region37	region38	country0	country1	country2	country3	country4	country5	country6	country7	country8	country9	country10	country11	country12	country13	country14	country15	country16	country17	country18	country19	country20	country21	country22	country23	country24	country25	country26	country27	country28	country29	country30	country31	country32	country33	country34	country35	country36	country37	country38
Gaziantep, Turkey	219.84754594746238	216.53461890158323	6.812121212121223	1.5955603003886414	22	183.23487779804805	461.275159260448	541.6159750758196	139.3874690918876	673.7607271358588	555.3581035274967	541.388389908999	210.77249724654354	120.23632158705092	49.932712511483636	246.97493943942916	81.46661237540586	568.3119446275462	66.98581518212372	96.8569065538116	52.88359359608805	67.68047615734726	44.75345896735259	19.484498676511475	27.99907391743854	50.83071595238483	35.45574225509859																		8.000000000000007	6.866666666666678	4.9666666666666845	7.9000000000000075	7.666666666666675	7.1333333333333435	7.866666666666674	1.7000000000000275	4.600000000000019	7.000000000000011	7.866666666666674	4.066666666666688	7.400000000000009	5.800000000000015	7.066666666666677	7.000000000000011	7.1333333333333435	8.066666666666674	7.733333333333341	7.9000000000000075	8.166666666666673	7.966666666666674																		Île-de-France	Tokyo	Bavaria	Stockholm	South Holland	Capital Region	Capital Region	Île-de-France	Aargau	Aargau	Bavaria	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau																		France	Japan	Germany	Sweden	Netherlands	Iceland	Iceland	France	Switzerland	Switzerland	Germany	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland																	
Keelung, Taiwan	219.2816484134392	309.86754699492246	7.870370370370379	0.49339950618371137	18	120.93731125538811	143.05930091253333	107.74327939735258	207.69852937452112	52.130385153144644	132.6049901491369	152.27107811167022	182.77625868587032	1484.6845865600942	126.47718475666211	49.379210932243375	145.47611173559454	166.53742983584644	170.33100024447214	193.4116366258134	204.29190460016775	145.6772013424808	161.58227176891248																						8.200000000000006	7.400000000000009	7.400000000000009	8.266666666666673	6.733333333333345	8.300000000000006	7.166666666666677	8.23333333333334	8.466666666666672	7.866666666666674	7.766666666666675	8.166666666666673	8.166666666666673	7.9000000000000075	8.266666666666673	8.33333333333334	7.066666666666677	7.966666666666674																						California	Bavaria	Aargau	Aargau	Virginia	California	England	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Ontario	Aargau																						United States	Germany	Switzerland	Switzerland	United States	United States	United Kingdom	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Canada	Switzerland																					
Istanbul, Turkey	219.15641818251126	373.1463279466148	7.355555555555567	0.894860890926261	21	23.358171534843535	1037.7233032558913	34.16957797245751	1403.9969048245782	25.117574634290147	49.916175907057	25.45778397414914	6.2565616677175875	261.34318931865863	19.843415635056985	15.42134771734651	443.0617005053574	758.3375189618165	72.96113502512598	9.647197022837137	37.198584048276416	91.38374307529264	93.96909733883267	103.49613782857482	43.88039847603535	45.74526310854062																			8.33333333333334	6.400000000000013	8.000000000000007	9.700000000000001	6.100000000000014	8.13333333333334	6.966666666666677	7.866666666666674	8.100000000000007	7.033333333333344	7.033333333333344	7.566666666666675	7.533333333333342	5.866666666666681	5.7333333333333485	7.766666666666675	7.400000000000009	7.366666666666676	7.700000000000008	6.700000000000012	7.166666666666677																			Mazovia	Stockholm	Île-de-France	Hamburg	England	Mazovia	England	Stockholm	Aargau	England	Aargau	North Rhine-Westphalia	California	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau																			Poland	Sweden	France	Germany	United Kingdom	Poland	United Kingdom	Sweden	Switzerland	United Kingdom	Switzerland	Germany	United States	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland																		
Zhaoqing, Guangdong, China	215.71204121055584	136.434673593088	7.466666666666676	0.8050436249640348	14	478.16809663657267	414.24100106828934	319.92147065894505	204.5613773747866	108.7365763498342	277.4202966949644	308.27734238389644	79.66809236348519	127.92147059586486	82.81464023982763	21.956941292480277	101.55019029948511	349.94795240070107	144.78312858864908																										7.166666666666677	7.033333333333344	8.066666666666674	7.966666666666674	8.100000000000007	7.033333333333344	7.966666666666674	7.6000000000000085	8.000000000000007	7.366666666666676	7.633333333333342	8.23333333333334	7.4333333333333425	4.933333333333351																										Aargau	Aargau	Aargau	Aargau	Aargau	Alberta	Aargau	Alberta	Aargau	Aargau	Aargau	Aargau	Aargau	California																										Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Canada	Switzerland	Canada	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	United States																									
Lianshan, Liaoning, China	210.3061741861276	130.023141200638	7.744444444444451	0.31237837139209806	15	137.95305003067753	141.79021869321733	153.87470075545684	527.3557505992254	158.1225238348353	121.62420943048124	159.44910022090104	174.01748150574406	221.10760883689494	180.262519023197	164.39376817466763	540.9233808569991	173.2914116754734	197.3177115492982	103.10917760484612																									7.20000000000001	8.166666666666673	7.866666666666674	7.400000000000009	7.466666666666676	7.933333333333341	7.633333333333342	8.100000000000007	7.700000000000008	8.100000000000007	7.700000000000008	7.1333333333333435	7.966666666666674	7.933333333333341	7.866666666666674																									Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau																									Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland																								
Latakia, Syria	209.3543358031622	229.65561025678724	7.161904761904773	1.2292633710373615	14	213.24046382601247	234.89632829891374	72.24716085167312	1009.8303907699221	117.90046399745204	220.14701844879906	220.93673829750693	160.50889785291372	140.4973686382698	70.59694753630667	152.60062766136977	53.21154557604527	89.48010204606142	174.86664744302365																										3.300000000000024	5.900000000000015	7.333333333333343	6.866666666666678	7.400000000000009	7.400000000000009	6.900000000000011	8.166666666666673	7.966666666666674	8.066666666666674	8.366666666666672	7.466666666666676	7.6000000000000085	7.533333333333342																										Ontario	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau																										Canada	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland																									
Haifa, Israel	208.68806063020017	640.8643025431585	7.043678160919551	1.4497748126970278	29	119.528095721432	148.95082314888413	7.742860550860473	20.339545988657274	154.63634548624802	77.22612804189725	46.22709734521918	72.62372990741314	119.82151406599264	18.006613608356616	117.58231449628053	43.16812928397552	247.0859429293928	50.314065204899514	235.00957750555364	34.07196638057915	3584.2830099077814	57.66223798815152	69.65608371764665	58.83308191862975	63.74493116788534	53.88463765555762	60.954873477382	45.58787805004624	84.23040178685011	82.88281115285007	82.3250834382284	67.19726073107874	228.37671761807465											6.400000000000013	7.10000000000001	4.433333333333353	6.900000000000011	7.4333333333333425	3.1000000000000245	5.600000000000016	5.43333333333335	3.300000000000024	6.16666666666668	7.6000000000000085	7.933333333333341	7.733333333333341	5.566666666666682	7.333333333333343	7.766666666666675	7.400000000000009	7.800000000000008	8.366666666666672	8.200000000000006	7.566666666666675	7.666666666666675	8.366666666666672	8.100000000000007	8.200000000000006	8.23333333333334	8.266666666666673	8.433333333333339	7.866666666666674											Unknown	Unknown	Unknown	New South Wales	Mazovia	California	Michigan	Michigan	Michigan	England	Central and Western	New South Wales	California	Aargau	Aargau	Aargau	Baden-Württemberg	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	California											Unknown	Unknown	Unknown	Australia	Poland	United States	United States	United States	United States	United Kingdom	Hong Kong	Australia	United States	Switzerland	Switzerland	Switzerland	Germany	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	United States										
Huaiyin, Jiangsu, China	208.6867294213141	174.07297326928642	7.788095238095246	0.3659315450895277	14	167.9748530399966	308.16983957361765	72.88545664268194	348.7914749681885	652.7107693692543	365.06814251457325	52.346253912735925	40.48365922183367	27.94059733599936	14.503718018274451	341.1133521450566	250.906339602465	117.69330774808651	161.02644780563375																										7.866666666666674	7.666666666666675	7.933333333333341	8.166666666666673	7.4333333333333425	7.400000000000009	6.933333333333344	7.533333333333342	7.666666666666675	8.100000000000007	8.23333333333334	7.800000000000008	8.000000000000007	8.300000000000006																										Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau																										Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland																									
Aleppo, Syria	206.5586967370639	273.44007822498577	6.327083333333346	2.004412450278962	16	66.31751135595724	172.47371942512763	90.976908659818	86.58948949074103	18.522314266386967	43.88744730827948	546.928340889177	222.5956936322097	1155.1455798693237	60.43516739685746	206.88734544917173	210.8965845259613	178.57218510898338	90.68552627559517	97.50558554349308	56.51974859593958																								7.30000000000001	5.000000000000018	7.20000000000001	6.700000000000012	6.733333333333345	7.266666666666676	0.10000000000002551	8.200000000000006	3.766666666666689	7.466666666666676	5.100000000000017	7.266666666666676	7.666666666666675	7.700000000000008	5.700000000000015	8.066666666666674																								Unknown	Unknown	Unknown	Thuringia	Île-de-France	Île-de-France	Aargau	California	North Holland	North Holland	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau																								Unknown	Unknown	Unknown	Germany	France	France	Switzerland	United States	Netherlands	Netherlands	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland																							
Ḩamāh, Syria	197.1052203189503	261.6757644387029	7.117283950617294	1.2673607705244063	27	120.97608722686972	69.3124708729168	374.4973597667247	136.32859800825796	64.45718747814306	235.5025591406934	63.80645186356561	2.9560495413534347	122.60033699510983	138.1662289329317	55.27202857216885	928.0695677696249	853.4830858610591	92.26623763835225	49.66380402523168	49.13317456228064	36.304091139878	90.1359946562089	921.1045565781726	311.5369487625963	35.67176466278954	124.68241802619472	102.84718599363349	115.10809903572714	116.38614696589276	63.97269484866578	47.599819686614445													3.2666666666666906	8.066666666666674	7.500000000000009	5.900000000000015	7.066666666666677	7.933333333333341	7.533333333333342	8.13333333333334	8.200000000000006	8.300000000000006	3.966666666666688	6.800000000000011	5.833333333333348	7.833333333333341	7.266666666666676	7.333333333333343	7.833333333333341	7.800000000000008	5.600000000000016	5.466666666666683	7.9000000000000075	7.700000000000008	7.766666666666675	7.533333333333342	7.766666666666675	7.966666666666674	7.9000000000000075													Pennsylvania	Pennsylvania	North Carolina	Aargau	Aargau	New South Wales	Île-de-France	Île-de-France	California	Mazovia			Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	England	England	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau													United States	United States	United States	Switzerland	Switzerland	Australia	France	France	United States	Poland	None	None	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	United Kingdom	United Kingdom	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland												
Chaoyang, Liaoning, China	196.969535733325	149.13476885121256	7.68611111111112	0.47227940830208903	12	661.7943592836303	250.23211599193965	147.63086721499164	116.42035577373187	125.42543654437686	169.30505540923195	248.479595415899	181.08397137060587	156.93397266519784	132.6414825298051	98.81762573047365	74.86959087001608																												6.533333333333346	7.666666666666675	7.966666666666674	7.166666666666677	8.03333333333334	7.333333333333343	8.300000000000006	7.866666666666674	7.866666666666674	8.200000000000006	7.500000000000009	7.800000000000008																												Aargau	Aargau	Alberta	Aargau	Aargau	Aargau	Aargau	Aargau	Baden-Württemberg	Aargau	Aargau	Aargau																												Switzerland	Switzerland	Canada	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Germany	Switzerland	Switzerland	Switzerland																											
Moscow, Moskva, Russia	195.77470300798348	408.3666803014135	6.677777777777791	0.9652128275510687	24	42.89986127436045	66.4349847319935	59.63847544403999	14.179731068302742	17.32173381504102	20.379393310619875	228.8385587893949	306.9994617043297	247.18354618513155	211.95379511050135	110.24664427972203	726.5617759409475	2012.4226910483333	172.5317073798521	150.53292752293987	88.9905702544393	44.946377165016315	23.568933011619347	31.29351858196726	23.588275622336035	6.271267853774015	12.26008630148276	16.154579641914157	63.393976153544855																3.7333333333333556	6.033333333333347	6.800000000000011	7.20000000000001	6.466666666666679	6.2000000000000135	8.166666666666673	6.26666666666668	7.000000000000011	5.700000000000015	7.700000000000008	6.933333333333344	7.033333333333344	5.666666666666682	7.233333333333343	5.466666666666683	6.600000000000012	6.300000000000013	6.16666666666668	7.933333333333341	6.533333333333346	7.633333333333342	7.666666666666675	7.833333333333341																Ontario	England	Aargau	Stockholm	Aargau	Aargau	Alberta	Unknown	Unknown	Unknown	Île-de-France	Thuringia	Utrecht	Flanders	New York	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau																Canada	United Kingdom	Switzerland	Sweden	Switzerland	Switzerland	Canada	Unknown	Unknown	Unknown	France	Germany	Netherlands	Belgium	United States	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland															
Aden, Yemen	194.63528873045394	95.79944289801995	7.851851851851858	0.35698017066730214	9	145.67205301896828	247.6192782129709	163.7165232669208	159.51961676927235	434.59893785252535	138.3650121667503	145.28341418152058	89.90077393724282	227.04198916791412																															7.6000000000000085	7.700000000000008	7.20000000000001	8.33333333333334	7.466666666666676	8.13333333333334	8.03333333333334	8.000000000000007	8.200000000000006																															Aargau	Aargau	Aargau	Alberta	Aargau	Aargau	Aargau	Aargau	Aargau																															Switzerland	Switzerland	Switzerland	Canada	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland																														
